# Constructed from biom file
#OTU ID	SRR11851974	SRR11851975	SRR11851978	SRR11851989	SRR11852000	SRR11852011	SRR11852022	SRR11852033	SRR11852036	SRR11852037	SRR11852038	SRR11852039	SRR11852040	SRR11852041	SRR11852042	SRR11852043	SRR11852044	SRR11852045
ae53e25ba9f8c347b9b7403f51e5e885	42.0	47.0	24.0	37.0	28.0	44.0	41.0	39.0	51.0	0.0	37.0	27.0	34.0	35.0	23.0	34.0	22.0	25.0
a9bb0efdbc28af10ef0a37cab166b4a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
3f66e2d607251400e86d58dcf9d0af5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
448d0ddcd5e55025d617fae16ee24d46	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d4567e7cc29621ff3360a38386e3d68e	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
feddfdd89caf69f938d8a9a19c1a8993	52.0	26.0	55.0	33.0	32.0	25.0	46.0	35.0	53.0	42.0	26.0	21.0	53.0	28.0	0.0	47.0	41.0	36.0
bfdc39f558b20fa679f3c4830b22c402	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ae2c9d9bde672e2b132e3c2ce61876ac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93f36db8d244e3f09b48266799890ba8	46.0	11.0	35.0	56.0	34.0	46.0	77.0	0.0	48.0	13.0	23.0	14.0	62.0	51.0	84.0	55.0	0.0	11.0
1683d775be5cb435dc8e40855abc9df2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
2bc3f5ccc9949f6bae41453f4072e23d	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39de5adf9aabb95db7198cf8b323e218	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
af32da1a076648691562bb8cd6e580aa	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a2b5e23a8e3a1b754949ed5247e897e5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
adf898622484b19b48d5caa53f1ffc6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
