# Constructed from biom file
#OTU ID	SRR11852016	SRR11852017	SRR11852018	SRR11852019	SRR11852020	SRR11852021	SRR11852023	SRR11852024	SRR11852025	SRR11852026	SRR11852027	SRR11852028	SRR11852029	SRR11852030	SRR11852032	SRR11852034	SRR11852035
23679ac63855261a25e200626c9caad5	74.0	55.0	76.0	61.0	53.0	0.0	0.0	61.0	0.0	0.0	27.0	0.0	0.0	73.0	0.0	0.0	0.0
0ec5192105f8acb899cf13a377e49541	192.0	283.0	198.0	212.0	212.0	267.0	158.0	241.0	173.0	181.0	165.0	149.0	138.0	149.0	0.0	59.0	0.0
3549e5b19b3ee1339d21c47e2f7778c9	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	11.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
47280879465375c0ff76d7b47e0c9cf6	0.0	41.0	41.0	49.0	26.0	23.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bdd159e26c4b1fdce4882b436ca95c3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
018e384357994203b5bb4bc5004b87da	4.0	0.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e2a8ff2920c7fb58141efa9f3dcbcb52	64.0	67.0	77.0	77.0	68.0	72.0	61.0	71.0	76.0	61.0	61.0	71.0	42.0	62.0	40.0	0.0	0.0
7a7ecc12d18bc26e08dc61f552d12ca6	0.0	61.0	34.0	37.0	41.0	0.0	0.0	56.0	54.0	27.0	30.0	23.0	0.0	34.0	0.0	24.0	0.0
50ca7cda8d713392fb7235e2bc53db3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	10.0	0.0	6.0	12.0	0.0
4f68935ba65247885bc46859f018e130	0.0	0.0	0.0	0.0	14.0	0.0	13.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	16.0	0.0
ed0d43d0bab1956fcb6be6a34f58ab4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16a8ea062dec20e938d68b1eecfd1017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	14.0	0.0
